"","title","artist","top genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","country"
"642","Mele Kalikimaka (Merry Christmas)","Bing Crosby","adult standards",1945,"1969-12-31",202,22,50,-12,28,62,175,65,9,82,"usa"
"643","Mistletoe And Holly - Remastered 1999","Frank Sinatra","adult standards",1957,"1969-12-31",110,10,61,-14,8,34,136,80,4,81,"usa"
"644","Baby, It's Cold Outside","Dean Martin","adult standards",1959,"1969-12-31",130,20,47,-16,5,54,144,88,6,79,"usa"
"645","Have Yourself A Merry Little Christmas","Judy Garland","adult standards",1944,"1969-12-31",181,18,16,-15,26,11,162,97,4,79,"usa"
"646","O Tannenbaum","Vince Guaraldi Trio","adult standards",1965,"1969-12-31",123,19,58,-16,13,34,309,91,4,79,"usa"
"647","Sleigh Ride","The Ronettes","adult standards",2019,"1969-12-31",92,77,53,-7,32,85,181,40,3,77,"usa"
"648","Santa Baby (with Henri René & His Orchestra)","Eartha Kitt","adult standards",2002,"1969-12-31",84,14,70,-12,19,49,206,90,6,76,"usa"
"649","Christmas Time Is Here - Vocal","Vince Guaraldi Trio","adult standards",1965,"1969-12-31",75,14,39,-20,10,9,166,98,3,75,"usa"
"650","This Christmas","Donny Hathaway","chicago soul",1971,"1969-12-31",93,65,63,-9,25,68,231,29,4,59,"usa"
"651","Dance Monkey","Tones and I","australian pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"france"
"652","ROXANNE","Arizona Zervas","pop rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"france"
"653","Memories","Maroon 5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"france"
"654","All I Want for Christmas Is You","Mariah Carey","dance pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"france"
"655","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",2019,"1969-12-31",105,72,72,-7,24,67,222,3,7,97,"france"
"656","Don't Start Now","Dua Lipa","dance pop",2019,"1969-12-31",124,79,79,-5,10,68,183,1,8,97,"france"
"657","Blinding Lights","The Weeknd","canadian contemporary r&b",2019,"1969-12-31",171,80,51,-4,9,35,202,0,6,96,"france"
"658","Ride It","Regard","pop edm",2019,"1969-12-31",118,75,88,-4,11,88,158,18,9,95,"france"
"659","Trampoline (with ZAYN)","SHAED","electropop",2019,"1969-12-31",127,46,62,-6,14,50,184,56,3,92,"france"
"660","Let It Snow! Let It Snow! Let It Snow!","Dean Martin","adult standards",1959,"1969-12-31",134,24,45,-14,18,70,117,91,4,89,"france"
"661","Señorita","Shawn Mendes","canadian pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"france"
"662","Last Christmas","Wham!","new wave pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"france"
"663","Que Calor (feat. J Balvin & El Alfa)","Major Lazer","dance pop",2019,"1969-12-31",126,89,80,-4,29,46,170,4,7,85,"france"
"664","Roses - Imanbek Remix","SAINt JHN","melodic rap",2019,"1969-12-31",122,72,77,-5,35,90,177,2,5,85,"france"
"665","Popopop","Gambi","pop urbaine",2019,"1969-12-31",130,65,83,-6,14,41,156,5,31,82,"france"
"666","Holly Jolly Christmas","Michael Bublé","adult standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"france"
"667","Moulaga","Heuss L'enfoiré","french hip hop",2019,"1969-12-31",125,70,71,-5,10,48,180,33,10,79,"france"
"668","Oui ou non","Angèle","belgian pop",2019,"1969-12-31",200,57,65,-8,16,36,197,64,14,79,"france"
"669","Hé oh","Gambi","pop urbaine",2019,"1969-12-31",105,59,83,-5,20,54,178,7,15,79,"france"
"670","Ne reviens pas","Gradur","french hip hop",2019,"1969-12-31",125,78,93,-3,17,93,189,21,6,78,"france"
"671","0.4","Aya Nakamura","basshall",2019,"1969-12-31",92,69,84,-7,13,68,175,40,21,78,"france"
"672","Woin Woin feat. RK","Larry","french hip hop",2019,"1969-12-31",130,64,90,-7,8,70,173,17,29,77,"france"
"673","Loin de moi","Naza","francoton",2019,"1969-12-31",97,46,89,-8,6,50,144,64,24,77,"france"
"674","Mayday (feat. Ninho)","SCH","french hip hop",2019,"1969-12-31",152,60,61,-8,9,25,210,61,36,77,"france"
"675","Baianá","Bakermat","deep euro house",2019,"1969-12-31",122,76,50,-7,33,49,182,0,5,77,"france"
"676","La vie qu'on mène","Ninho","french hip hop",2019,"1969-12-31",113,76,80,-4,11,46,193,69,4,76,"france"
"677","Bâtiment","Niska","french hip hop",2019,"1969-12-31",168,70,66,-7,7,65,211,29,14,76,"france"
"678","Un peu de haine","PLK","french hip hop",2019,"1969-12-31",134,66,77,-7,22,42,168,44,6,76,"france"
"679","Ma belle","Moha La Squale","french hip hop",2019,"1969-12-31",82,66,74,-6,9,47,158,76,6,76,"france"
"680","Jamais","Mister V","french hip hop",2019,"1969-12-31",150,67,64,-7,11,79,192,43,9,75,"france"
"681","Dans l'univers","Nekfeu","french hip hop",2019,"1969-12-31",132,42,64,-10,14,20,244,33,17,75,"france"
"682","Maman ne le sait pas (feat. Niska)","Ninho","french hip hop",2019,"1969-12-31",145,88,76,-6,12,39,203,40,19,75,"france"
"683","Street","Maes","french hip hop",2019,"1969-12-31",148,30,66,-20,21,49,185,30,8,74,"france"
"684","Aristocrate","Heuss L'enfoiré","french hip hop",2019,"1969-12-31",117,61,94,-6,10,63,170,27,7,74,"france"
"685","Méchant","Niska","french hip hop",2019,"1969-12-31",98,80,53,-4,37,41,191,33,34,74,"france"
"686","Marie","Koba LaD","french hip hop",2019,"1969-12-31",132,75,78,-6,12,68,195,12,4,74,"france"
"687","93% [Tijuana]","GLK","francoton",2019,"1969-12-31",136,69,80,-5,18,80,223,62,6,73,"france"
"688","Distant","Maes","french hip hop",2019,"1969-12-31",105,73,75,-6,7,49,162,56,19,72,"france"
"689","Avant toi","Vitaa","francoton",2019,"1969-12-31",142,40,63,-9,10,25,224,88,3,72,"france"
"690","Elle est bonne sa mère","Vegedream","francoton",2019,"1969-12-31",105,74,79,-5,34,47,197,33,6,70,"france"
"691","Compliqué","Dadju","francoton",2019,"1969-12-31",75,74,70,-7,16,93,215,55,5,68,"france"
"692","Ma vie","Dadju","francoton",2019,"1969-12-31",201,50,51,-8,16,32,209,12,8,68,"france"
"693","Mortel","Koba LaD","french hip hop",2019,"1969-12-31",154,69,58,-6,10,66,204,15,46,67,"france"
"694","Un million par mois","Djadja & Dinaz","french hip hop",2019,"1969-12-31",135,54,76,-6,13,72,189,66,5,67,"france"
"695","Block","Larry","french hip hop",2019,"1969-12-31",77,74,72,-7,41,71,157,29,28,65,"france"
"696","Petit Papa Noël","Tino Rossi","chanson",1998,"1969-12-31",105,31,33,-9,6,42,196,99,3,61,"france"
"697","Côte Ouest","47ter","french hip hop",2019,"1969-12-31",152,59,77,-8,18,58,233,50,9,59,"france"
"698","God Bless (feat. Damso)","Hamza","belgian hip hop",2019,"1969-12-31",83,57,86,-10,6,23,162,1,12,57,"france"
"699","Reste","Maître Gims","french hip hop",2019,"1969-12-31",100,54,75,-7,10,69,232,48,4,54,"france"
"700","Gasolina (feat. Gambi)","Hamza","belgian hip hop",2019,"1969-12-31",130,61,95,-8,12,72,179,28,19,52,"france"
"701","Memories","Maroon 5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"india"
"702","ROXANNE","Arizona Zervas","pop rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"india"
"703","Circles","Post Malone","dfw rap",2019,"1969-12-31",120,76,70,-3,9,55,215,19,4,99,"india"
"704","Falling","Trevor Daniel","alternative r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"india"
"705","Blinding Lights","The Weeknd","canadian contemporary r&b",2019,"1969-12-31",171,80,51,-4,9,35,202,0,6,96,"india"
"706","bad guy","Billie Eilish","electropop",2019,"1969-12-31",135,43,70,-11,10,56,194,33,38,96,"india"
"707","hot girl bummer","blackbear","pop",2019,"1969-12-31",130,56,78,-7,40,68,185,13,8,96,"india"
"708","Heartless","The Weeknd","canadian contemporary r&b",2019,"1969-12-31",170,75,53,-6,12,20,200,1,11,94,"india"
"709","Trampoline (with ZAYN)","SHAED","electropop",2019,"1969-12-31",127,46,62,-6,14,50,184,56,3,92,"india"
"710","My Oh My (feat. DaBaby)","Camila Cabello","dance pop",2019,"1969-12-31",105,49,72,-6,9,38,171,2,3,91,"india"
"711","Señorita","Shawn Mendes","canadian pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"india"
"712","Believer","Imagine Dragons","modern rock",2017,"1969-12-31",125,78,78,-4,8,67,204,6,13,89,"india"
"713","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","dfw rap",2019,"1969-12-31",90,52,76,-4,7,93,158,53,6,88,"india"
"714","On My Way","Alan Walker","electro house",2019,"1969-12-31",170,69,51,-5,30,30,194,2,10,84,"india"
"715","Ghungroo (From ""War"")","Arijit Singh","desi pop",2019,"1969-12-31",118,73,70,-6,53,86,303,7,3,75,"india"
"716","Tum Hi Aana (From ""Marjaavaan"")","Payal Dev","modern bollywood",2019,"1969-12-31",90,40,47,-7,15,35,249,63,2,74,"india"
"717","Filhall","B Praak","desi pop",2019,"1969-12-31",80,66,53,-4,13,59,255,61,6,74,"india"
"718","Makhna","Tanishk Bagchi","desi pop",2019,"1969-12-31",125,70,70,-8,16,43,183,17,4,73,"india"
"719","Yaad Piya Ki Aane Lagi","Neha Kakkar","desi pop",2019,"1969-12-31",108,83,86,-4,11,69,257,38,5,72,"india"
"720","Duniyaa (From ""Luka Chuppi"")","Akhil","desi pop",2019,"1969-12-31",77,66,44,-6,13,52,223,70,4,71,"india"
"721","Pachtaoge (From ""Jaani Ve"")","Arijit Singh","desi pop",2019,"1969-12-31",170,69,52,-4,12,48,227,62,3,71,"india"
"722","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh","desi pop",2019,"1969-12-31",70,40,43,-8,11,31,285,74,4,69,"india"
"723","Pal Pal Dil Ke Paas- Title Track","Arijit Singh","desi pop",2019,"1969-12-31",124,51,56,-7,6,39,255,59,3,69,"india"
"724","Sakhiyaan","Maninder Buttar","desi pop",2018,"1969-12-31",83,67,71,-6,20,36,179,30,4,69,"india"
"725","Proper Patola","Badshah","desi hip hop",2018,"1969-12-31",172,82,77,-6,32,49,179,49,9,69,"india"
"726","Bekhayali (From ""Kabir Singh"")","Sachet Tandon","desi pop",2019,"1969-12-31",172,59,31,-5,32,35,372,45,4,68,"india"
"727","Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar","desi pop",2019,"1969-12-31",110,97,80,-2,35,69,177,15,4,68,"india"
"728","8 Parche","Baani Sandhu","punjabi pop",2019,"1969-12-31",174,86,65,-2,20,73,210,16,21,68,"india"
"729","Jai Jai Shivshankar (From ""War"")","Vishal Dadlani","desi pop",2019,"1969-12-31",129,90,83,-5,7,53,231,26,8,68,"india"
"730","Chal Bombay","DIVINE","desi hip hop",2019,"1969-12-31",95,62,86,-7,12,51,174,4,32,68,"india"
"731","Ik Tera","Maninder Buttar","desi pop",2019,"1969-12-31",93,71,83,-5,11,49,161,10,7,68,"india"
"732","Vaaste","Dhvani Bhanushali","desi pop",2019,"1969-12-31",90,48,44,-6,10,32,196,45,4,68,"india"
"733","Kalank (Title Track)","Arijit Singh","desi pop",2019,"1969-12-31",118,55,57,-8,9,44,311,52,4,68,"india"
"734","Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen","desi pop",2019,"1969-12-31",100,77,84,-5,37,34,147,28,19,67,"india"
"735","Naah Goriye (From ""Bala"")","B Praak","desi pop",2019,"1969-12-31",100,77,82,-2,6,72,185,46,6,67,"india"
"736","Ek Toh Kum Zindagani (From ""Marjaavaan"")","Neha Kakkar","desi pop",2019,"1969-12-31",128,97,67,-2,6,72,190,6,9,67,"india"
"737","Don't Be Shy Again (From ""Bala"")","Sachin-Jigar","desi pop",2019,"1969-12-31",105,91,80,-4,31,91,164,10,6,65,"india"
"738","Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon","desi pop",2019,"1969-12-31",136,64,38,-6,22,65,193,56,4,64,"india"
"739","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak","desi pop",2019,"1969-12-31",87,38,72,-8,13,48,201,59,6,64,"india"
"740","Chandigarh Mein","Badshah","desi hip hop",2019,"1969-12-31",100,87,81,-2,7,34,205,1,6,64,"india"
"741","Dance Like","Harrdy Sandhu","desi pop",2019,"1969-12-31",100,82,86,-3,30,54,172,38,10,64,"india"
"742","Sauda Khara Khara","Diljit Dosanjh","desi pop",2019,"1969-12-31",145,92,69,-3,11,88,211,9,6,63,"india"
"743","Kaise Hua (From ""Kabir Singh"")","Vishal Mishra","desi pop",2019,"1969-12-31",138,46,39,-7,11,15,235,45,4,62,"india"
"744","Muqabla (From ""Street Dancer 3D"")","Yash Narvekar","desi pop",2019,"1969-12-31",120,91,80,-3,39,54,176,2,9,61,"india"
"745","Ve Maahi","Arijit Singh","desi pop",2019,"1969-12-31",103,55,65,-7,22,29,224,41,3,61,"india"
"746","O Saki Saki (From ""Batla House"")","Neha Kakkar","desi pop",2019,"1969-12-31",108,96,74,0,36,57,191,16,7,60,"india"
"747","Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva","desi pop",2019,"1969-12-31",94,53,61,-6,13,40,236,82,2,59,"india"
"748","Mummy Nu Pasand (From ""Jai Mummy Di"")","Sunanda Sharma","desi pop",2019,"1969-12-31",94,97,78,0,35,80,185,1,11,57,"india"
"749","Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu","bhangra",2019,"1969-12-31",95,98,71,-3,34,57,209,2,8,56,"india"
"750","Lamborghini (From ""Jai Mummy Di"")","Meet Bros.","desi pop",2019,"1969-12-31",NA,NA,NA,NA,NA,NA,247,NA,NA,48,"india"
"751","Dance Monkey","Tones and I","australian pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"indonesia"
"752","Memories","Maroon 5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"indonesia"
"753","ROXANNE","Arizona Zervas","pop rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"indonesia"
"754","Lose You To Love Me","Selena Gomez","dance pop",2019,"1969-12-31",102,34,51,-9,21,9,206,58,4,97,"indonesia"
"755","Falling","Trevor Daniel","alternative r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"indonesia"
"756","Someone You Loved","Lewis Capaldi","pop",2019,"1969-12-31",110,41,50,-6,11,45,182,75,3,96,"indonesia"
"757","Lucid Dreams","Juice WRLD","chicago rap",2018,"1969-12-31",84,57,51,-7,34,22,240,35,20,94,"indonesia"
"758","10,000 Hours (with Justin Bieber)","Dan + Shay","contemporary country",2019,"1969-12-31",90,63,65,-5,11,43,168,15,3,93,"indonesia"
"759","It's You","Ali Gatie","canadian hip hop",2019,"1969-12-31",96,46,73,-7,19,40,213,37,3,90,"indonesia"
"760","Señorita","Shawn Mendes","canadian pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"indonesia"
"761","Mean It","Lauv","pop",2019,"1969-12-31",96,45,75,-9,17,34,233,4,9,89,"indonesia"
"762","Boy With Luv (feat. Halsey)","BTS","k-pop",2019,"1969-12-31",120,86,65,-5,19,80,230,9,10,87,"indonesia"
"763","comethru","Jeremy Zucker","pop",2018,"1969-12-31",94,18,80,-12,62,61,182,61,6,86,"indonesia"
"764","Beautiful People (feat. Khalid)","Ed Sheeran","pop",2019,"1969-12-31",93,65,64,-8,8,55,198,12,19,86,"indonesia"
"765","I Don't Care (with Justin Bieber)","Ed Sheeran","pop",2019,"1969-12-31",102,68,80,-5,9,84,220,9,4,85,"indonesia"
"766","On My Way","Alan Walker","electro house",2019,"1969-12-31",170,69,51,-5,30,30,194,2,10,84,"indonesia"
"767","Can We Kiss Forever?","Kina","pop",2018,"1969-12-31",110,13,52,-19,9,12,188,89,4,84,"indonesia"
"768","So Am I","Ava Max","dance pop",2019,"1969-12-31",130,66,68,-5,35,61,183,7,4,84,"indonesia"
"769","Takeaway","The Chainsmokers","electropop",2019,"1969-12-31",100,51,53,-8,10,35,210,13,3,83,"indonesia"
"770","Location Unknown <U+25D0> - Brooklyn Session","HONNE","uk pop",2019,"1969-12-31",92,29,51,-7,8,40,328,94,4,80,"indonesia"
"771","Halu","Feby Putri",NA,2019,"1969-12-31",116,25,34,-15,11,10,266,87,4,79,"indonesia"
"772","I Love You 3000","Stephanie Poetri","indonesian pop",2019,"1969-12-31",90,38,65,-8,39,41,210,91,4,79,"indonesia"
"773","Way Back Home (feat. Conor Maynard) - Sam Feldt Edit","SHAUN","k-pop",2018,"1969-12-31",106,75,74,-5,22,45,192,27,3,79,"indonesia"
"774","Tolong","Budi Doremi","indonesian pop",2018,"1969-12-31",136,20,44,-12,10,24,250,89,4,78,"indonesia"
"775","lowkey","NIKI","indie r&b",2019,"1969-12-31",118,49,75,-8,9,23,171,43,6,78,"indonesia"
"776","Lebih Dari Egoku","Mawar De Jongh","indonesian pop",2019,"1969-12-31",80,39,67,-8,10,33,249,74,3,77,"indonesia"
"777","100 Degrees","Rich Brian","indonesian hip hop",2019,"1969-12-31",81,65,76,-5,52,66,166,12,7,77,"indonesia"
"778","Waktu Yang Salah","Fiersa Besari","indonesian indie",2014,"1969-12-31",130,28,67,-11,10,30,326,79,3,76,"indonesia"
"779","Celengan Rindu","Fiersa Besari","indonesian indie",2014,"1969-12-31",117,54,64,-8,14,66,224,11,4,76,"indonesia"
"780","Tanpa Tergesa","Juicy Luicy","indonesian pop",2018,"1969-12-31",96,29,70,-7,11,45,218,31,3,76,"indonesia"
"781","Psycho","Red Velvet","k-pop",2019,"1969-12-31",140,67,66,-2,9,41,211,19,4,75,"indonesia"
"782","Selamat (Selamat Tinggal)","Virgoun","indonesian pop",2019,"1969-12-31",80,58,36,-9,12,37,314,52,3,75,"indonesia"
"783","Adu Rayu","Yovie Widianto","indonesian pop",2019,"1969-12-31",100,37,56,-12,11,22,208,60,5,75,"indonesia"
"784","Pilu Membiru","Kunto Aji","indonesian indie",2018,"1969-12-31",82,27,36,-11,12,5,252,89,3,75,"indonesia"
"785","One Only","Pamungkas","indonesian indie",2018,"1969-12-31",145,52,25,-6,9,11,255,22,3,74,"indonesia"
"786","Kumau Dia","Andmesh","indonesian pop",2019,"1969-12-31",158,51,47,-9,32,60,256,16,3,73,"indonesia"
"787","Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari","indonesian indie",2019,"1969-12-31",125,83,53,-5,20,25,250,13,4,72,"indonesia"
"788","April","Fiersa Besari","indonesian indie",2014,"1969-12-31",80,47,36,-8,19,57,264,59,3,72,"indonesia"
"789","Dan...","Sheila On 7","indonesian pop",1999,"1969-12-31",125,54,66,-12,11,54,289,16,3,72,"indonesia"
"790","I Love You but I'm Letting Go","Pamungkas","indonesian indie",2018,"1969-12-31",80,32,39,-9,11,13,220,97,3,71,"indonesia"
"791","Kartonyono Medot Janji","Denny Caknan",NA,2019,"1969-12-31",130,78,73,-6,21,75,262,31,3,71,"indonesia"
"792","Percaya Aku","Chintya Gabriella",NA,2019,"1969-12-31",140,49,54,-8,20,30,232,74,3,71,"indonesia"
"793","Kenangan Manis","Pamungkas","indonesian indie",2018,"1969-12-31",140,68,60,-7,9,72,208,5,3,69,"indonesia"
"794","Bicara (feat. Monita Tahalea)","TheOvertunes","indonesian pop",2019,"1969-12-31",77,37,57,-9,8,37,236,56,3,68,"indonesia"
"795","Cinta Luar Biasa","Andmesh","indonesian pop",2019,"1969-12-31",136,23,58,-12,10,32,256,81,3,66,"indonesia"
"796","Nyaman","Andmesh","indonesian pop",2019,"1969-12-31",83,31,54,-11,15,46,227,82,3,65,"indonesia"
"797","Hanya Rindu","Andmesh","indonesian pop",2019,"1969-12-31",179,16,28,-12,11,20,252,89,3,65,"indonesia"
"798","Secukupnya","Hindia","indonesian indie",2019,"1969-12-31",102,80,73,-5,35,93,205,19,3,65,"indonesia"
"799","Speechless (Full)","Naomi Scott","hollywood",2019,"1969-12-31",125,49,47,-8,12,23,209,47,3,65,"indonesia"
"800","Tak Ingin Pisah Lagi","Marion Jola","indonesian pop",2019,"1969-12-31",95,40,66,-6,14,34,266,58,3,64,"indonesia"
"801","Dance Monkey","Tones and I","australian pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"israel"
"802","ROXANNE","Arizona Zervas","pop rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"israel"
"803","Memories","Maroon 5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"israel"
"804","Circles","Post Malone","dfw rap",2019,"1969-12-31",120,76,70,-3,9,55,215,19,4,99,"israel"
"805","everything i wanted","Billie Eilish","electropop",2019,"1969-12-31",120,23,70,-14,11,24,245,90,10,98,"israel"
"806","Falling","Trevor Daniel","alternative r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"israel"
"807","Don't Start Now","Dua Lipa","dance pop",2019,"1969-12-31",124,79,79,-5,10,68,183,1,8,97,"israel"
"808","bad guy","Billie Eilish","electropop",2019,"1969-12-31",135,43,70,-11,10,56,194,33,38,96,"israel"
"809","Someone You Loved","Lewis Capaldi","pop",2019,"1969-12-31",110,41,50,-6,11,45,182,75,3,96,"israel"
"810","HIGHEST IN THE ROOM","Travis Scott","rap",2019,"1969-12-31",76,43,60,-9,21,6,176,5,3,96,"israel"
"811","Blinding Lights","The Weeknd","canadian contemporary r&b",2019,"1969-12-31",171,80,51,-4,9,35,202,0,6,96,"israel"
"812","Lucid Dreams","Juice WRLD","chicago rap",2018,"1969-12-31",84,57,51,-7,34,22,240,35,20,94,"israel"
"813","Lalala","Y2K","pop rap",2019,"1969-12-31",130,39,84,-8,14,50,161,18,8,93,"israel"
"814","7 rings","Ariana Grande","dance pop",2019,"1969-12-31",140,32,78,-11,9,33,179,59,33,92,"israel"
"815","My Oh My (feat. DaBaby)","Camila Cabello","dance pop",2019,"1969-12-31",105,49,72,-6,9,38,171,2,3,91,"israel"
"816","Señorita","Shawn Mendes","canadian pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"israel"
"817","Beautiful People (feat. Khalid)","Ed Sheeran","pop",2019,"1969-12-31",93,65,64,-8,8,55,198,12,19,86,"israel"
"818","I Don't Care (with Justin Bieber)","Ed Sheeran","pop",2019,"1969-12-31",102,68,80,-5,9,84,220,9,4,85,"israel"
"819","Nevermind","Dennis Lloyd","israeli pop",2017,"1969-12-31",100,69,60,-8,41,8,157,16,20,81,"israel"
"820","Never Go Back","Dennis Lloyd","israeli pop",2019,"1969-12-31",79,65,42,-5,11,73,175,1,40,76,"israel"
"821","Unfaithful","Dennis Lloyd","israeli pop",2019,"1969-12-31",76,57,64,-5,25,42,141,1,5,69,"israel"
"822","<U+05DE><U+05E1><U+05E2>","Eliad","israeli pop",2019,"1969-12-31",115,66,80,-7,10,59,207,12,4,59,"israel"
"823","<U+05E0><U+05D7><U+05DB><U+05D4> <U+05DC><U+05DA>","Nathan Goshen","israeli pop",2019,"1969-12-31",75,47,54,-8,7,46,207,49,3,58,"israel"
"824","<U+05D0><U+05DC><U+05D5><U+05E3> <U+05D4><U+05E2><U+05D5><U+05DC><U+05DD>","Hanan Ben Ari","israeli pop",2019,"1969-12-31",128,43,58,-8,13,22,216,75,5,58,"israel"
"825","<U+05DC><U+05E9><U+05D5><U+05D1> <U+05D4><U+05D1><U+05D9><U+05EA><U+05D4>","Ishay Ribo","israeli pop",2018,"1969-12-31",104,45,73,-9,9,63,197,51,3,57,"israel"
"826","'<U+05E4><U+05D0><U+05D5><U+05E5>","Noa Kirel","israeli pop",2019,"1969-12-31",140,66,80,-7,25,79,167,23,6,56,"israel"
"827","<U+05D0><U+05D9><U+05DF> <U+05D9><U+05D5><U+05EA><U+05E8> <U+05DE><U+05D5><U+05E2><U+05D3><U+05D5><U+05E0><U+05D9><U+05DD>","Eden Hason","israeli mediterranean",2019,"1969-12-31",90,61,61,-5,7,63,184,10,6,56,"israel"
"828","<U+05DB><U+05EA><U+05D1><U+05EA><U+05D9> <U+05E2><U+05DC><U+05D9><U+05D9><U+05DA> <U+05E9><U+05D9><U+05E8>","Omer Adam","israeli mediterranean",2019,"1969-12-31",92,61,82,-7,5,65,169,25,11,56,"israel"
"829","<U+05D4><U+05DC><U+05D1> <U+05E9><U+05DC><U+05D9>","Omer Adam","israeli mediterranean",2019,"1969-12-31",129,38,41,-7,11,32,317,83,3,56,"israel"
"830","<U+05D0><U+05D2><U+05E8><U+05D5><U+05E3>","Eden Ben Zaken","israeli mediterranean",2019,"1969-12-31",120,52,54,-9,21,27,189,54,6,55,"israel"
"831","<U+05DE><U+05DE><U+05D4> <U+05D0><U+05EA> <U+05DE><U+05E4><U+05D7><U+05D3><U+05EA>","Eyal Golan","israeli mediterranean",2019,"1969-12-31",132,38,64,-8,11,39,192,64,4,55,"israel"
"832","<U+05DE><U+05EA><U+05D2><U+05E2><U+05D2><U+05E2><U+05EA>","Nathan Goshen","israeli pop",2019,"1969-12-31",137,35,63,-7,53,19,182,3,4,55,"israel"
"833","<U+05E0><U+05D9><U+05E6><U+05D7><U+05EA> <U+05D0><U+05D9><U+05EA><U+05D9> <U+05D4><U+05DB><U+05DC> <U+05DC><U+05D9><U+05D9><U+05D1>","Ishay Ribo","israeli pop",2019,"1969-12-31",98,56,38,-6,98,24,302,53,3,54,"israel"
"834","<U+05DB><U+05E9><U+05E0><U+05D2><U+05DE><U+05E8><U+05EA> <U+05D4><U+05E1><U+05D5><U+05E4><U+05D4>","Eden Hason","israeli mediterranean",2019,"1969-12-31",136,55,60,-6,34,58,216,16,3,54,"israel"
"835","<U+05DE><U+05D0><U+05D5><U+05E9><U+05E8><U+05D9><U+05DD>","Doli & Penn","israeli pop",2019,"1969-12-31",128,80,63,-5,17,67,232,21,6,54,"israel"
"836","<U+05D0><U+05D7><U+05EA> <U+05D5><U+05DC><U+05EA><U+05DE><U+05D9><U+05D3>","Ishay Ribo","israeli pop",2018,"1969-12-31",96,48,60,-10,11,44,245,48,3,54,"israel"
"837","<U+05D3><U+05D9><U+05D1><U+05D5><U+05E8> <U+05E0><U+05D2><U+05D5><U+05E2>","Mergui","israeli hip hop",2019,"1969-12-31",97,49,90,-4,8,73,166,6,17,53,"israel"
"838","<U+05DB><U+05E4><U+05D9><U+05D5><U+05EA>","Eden Hason","israeli mediterranean",2019,"1969-12-31",120,50,64,-7,12,33,180,51,4,53,"israel"
"839","<U+05DE><U+05D9><U+05E9><U+05D4><U+05D5> <U+05D0><U+05D9><U+05EA><U+05D9> <U+05DB><U+05D0><U+05DF>","Benaia Barabi","israeli mediterranean",2019,"1969-12-31",100,63,72,-6,12,38,219,73,3,53,"israel"
"840","<U+05D7><U+05DC><U+05E7> <U+05DE><U+05D4><U+05D6><U+05DE><U+05DF>","Idan Amedi","israeli pop",2017,"1969-12-31",68,46,57,-8,13,64,223,63,3,53,"israel"
"841","<U+05D4><U+05DC><U+05D1> <U+05E9><U+05DC><U+05D9>","Ishay Ribo","israeli pop",2019,"1969-12-31",136,42,56,-9,7,26,239,64,3,52,"israel"
"842","<U+05D1><U+05D0><U+05EA><U+05D9> <U+05DC><U+05D7><U+05DC><U+05D5><U+05DD>","Nathan Goshen","israeli pop",2018,"1969-12-31",171,72,36,-7,8,38,199,17,11,52,"israel"
"843","<U+05E9><U+05DE><U+05E9>","Hanan Ben Ari","israeli pop",2019,"1969-12-31",124,42,50,-9,9,11,238,57,4,52,"israel"
